Continent,Country or State,Province or City,Shop Name,Shop Age,PC Make,PC Model,Storage Type,Customer Name,Customer Surname,Customer Contact Number,Customer Email Address,Sales Person Name,Sales Person Department,Cost Price,Sale Price,Payment Method,Discount Amount,Purchase Date,Ship Date,Finance Amount,RAM,Credit Score,Channel,Priority,Cost of Repairs,Total Sales per Employee,PC Market Price,Storage Capacity
North America,Ohio,Youngstown,A & A PCs,10,Acer,Nitro 5,HDD,Makayla,Robertson,+16005520820,codydavis@example.net,Roger Cole,Repairs,15279,17580,Cash,849,2023-09-02,,0,4GB,717,Offline,Medium,3577,100,15844,256GB
Africa,Ghana,Volta,ABC Computers,8,Microsoft,Surface Neo,SSD,Erin,Jones,+11245048787,dhodges@example.com,Kevin Lee,Second-hand Sales,26307,28797,Bank Transfer,83,2022-04-11,,0,8GB,475,Offline,Medium,0,621,26893,256GB
Africa,Ghana,Central,Ricks Computers,7,Acer,Aspire 7,SSD,Yolanda,Goodwin,+11559800570,vincent32@example.net,Jonathan Miller,Second-hand Sales,13350,15659,Bank Transfer,777,2023-04-29,,0,4GB,543,Offline,High,0,36,14836,1TB
North America,Illinois,Skokie,ABC Computers,8,Apple,Apple MacBook Air,HDD,Paul,Mcdowell,+19152124468,uhenderson@example.com,Jason Phillips,New Sales,23218,27284,Finance,337,2022-04-20,2022-05-17,32869,4GB,591,Online,High,0,610,27082,256GB
North America,Michigan,Muskegon,GHI Machines,3,MSI,Modern 15,HDD,Curtis,Peters,+17519654821,davisshannon@example.org,Erika Larsen,Second-hand Sales,3145,7912,Bank Transfer,329,2023-02-07,,0,8GB,567,Offline,High,0,885,6422,256GB
North America,Michigan,Port Huron,Greens Laptops and PCs,1,Samsung,Chromebook 4,HDD,Karen,Vasquez,+14851581682,deborahmills@example.com,Allen Juarez,Second-hand Sales,17228,19235,Bank Transfer,187,2022-05-21,2022-06-06,0,4GB,488,Online,Low,0,610,17873,500GB
North America,Florida,West Palm Beach,Greens Laptops and PCs,3,Apple,Apple Lisa,SSD,Monica,Martinez,+17721411357,zacharyevans@example.org,Rachel Rowe,Repairs,6669,9247,Finance,448,2021-07-13,,28862,16GB,412,Offline,Medium,4036,291,6739,500GB
Africa,Angola,Cuanza Norte,LJ Computers,6,Samsung,Galaxy Chromebook 2,SSD,Melissa,Quinn,+15399777982,cynthiataylor@example.net,Cassidy Mason,New Sales,5686,9107,Bank Transfer,564,2021-08-28,,0,8GB,439,Offline,Low,0,339,8033,500GB
Africa,Ghana,Central,Mini Tech,2,Dell,Venue,SSD,Evan,Silva,+18463573259,apatrick@example.net,Kevin Lee,Returns,4177,7549,Finance,474,2023-01-30,2023-02-14,4664,4GB,505,Online,High,0,484,6853,1TB
Africa,Nigeria,Abia,ABC Computers,2,Apple,Apple Macintosh Classic,HDD,Mariah,Bates,+13022883740,leejoseph@example.net,Brian Gonzales,New Sales,16872,19219,Bank Transfer,658,2023-06-04,,0,8GB,823,Offline,Low,0,95,17864,1TB
Africa,Kenya,Kajiado,Benjis Tech,2,Microsoft,Surface Book,HDD,Kathy,Caldwell,+14710364313,christophergilbert@example.com,Cassandra Mcmillan,New Sales,20847,25411,Finance,656,2022-11-06,,38517,2GB,743,Offline,Medium,0,372,21363,500GB
Africa,Botswana,Ghanzi,Benjis Tech,3,Lenovo,ThinkPad P15s,SSD,Samantha,Fernandez,+11326496015,jessica91@example.net,Susan Nelson,Repairs,11012,15907,Bank Transfer,385,2021-11-09,,0,16GB,690,Offline,High,3584,671,11178,256GB
North America,Pennsylvania,Philadelphia,A & A PCs,4,HP,Chromebook,SSD,Lisa,Wade,+14635496313,jordandwayne@example.net,Michael Smith,New Sales,3893,8545,Bank Transfer,967,2023-06-08,2023-06-09,0,2GB,480,Online,Medium,0,154,4444,256GB
North America,Illinois,Decatur,Frankies Hardware and Software,7,Toshiba,Tecra,SSD,Steven,Carr,+13816160442,apeterson@example.net,Jason Phillips,Returns,28237,32719,Finance,137,2023-12-09,2024-01-08,8237,16GB,439,Online,Low,0,664,32676,1TB
North America,Michigan,Sterling Heights,CK Tech Store,8,MSI,GF63 Thin,HDD,Russell,Rodriguez,+10204430442,joseph50@example.net,Teresa Martin,Second-hand Sales,5007,7085,Bank Transfer,599,2021-08-26,2021-08-29,0,16GB,692,Online,Low,0,285,6671,256GB
North America,New York,Freeport,Mini Tech,8,Toshiba,Qosmio,HDD,Veronica,Cherry,+12392072672,amywheeler@example.net,Janet Hall,New Sales,27664,31335,Bank Transfer,291,2022-03-29,2022-04-01,0,8GB,849,Online,Low,0,619,30119,1TB
Africa,South Africa,Limpopo,S & A Computer Place,5,HP,ZBook,HDD,Stephanie,Smith,+16607804000,christopher27@example.com,Thomas Barr,Second-hand Sales,8544,12983,Cash,481,2022-11-30,2022-12-07,0,4GB,820,Online,High,0,159,9445,1TB
North America,Illinois,Champaign,CK Tech Store,8,Dell,G Series,HDD,Karen,Moore,+15960764066,nguyenjody@example.com,Curtis Tucker,Repairs,19378,23202,Bank Transfer,533,2023-12-21,,0,16GB,626,Offline,High,2533,692,19787,256GB
North America,New York,Freeport,A & A PCs,8,Microsoft,Surface Pro,SSD,Linda,Garcia,+18397014629,edward13@example.org,Janet Hall,New Sales,7015,9565,Cash,992,2023-01-17,,0,16GB,747,Offline,High,0,596,9192,500GB
North America,New York,Saratoga Springs,ABC Computers,2,Toshiba,Portege,HDD,Crystal,Gould,+10987526142,lmurphy@example.org,Gabrielle Patterson,New Sales,7736,12666,Cash,436,2023-04-15,2023-05-13,0,4GB,425,Online,Low,0,174,12421,256GB
Africa,Botswana,North-East,Western International PCs,5,HP,Stream,HDD,Wendy,Dominguez,+13747161120,hannahmorgan@example.com,Melissa Dunn,New Sales,22630,26228,Cash,965,2022-04-11,,0,4GB,432,Offline,High,0,249,23358,256GB
Africa,Ghana,Greater Accra,Jacks Hardware,9,Apple,Apple Mac Mini,HDD,Nancy,Ellison,+17018805127,michaelrojas@example.com,Jonathan Miller,New Sales,23644,26219,Finance,321,2023-07-20,2023-08-15,8888,4GB,706,Online,Low,0,360,25900,256GB
Africa,South Africa,North West,DEF Machines,3,Samsung,Notebook 9,HDD,Donald,Price,+13761991594,stevenmoore@example.com,Pamela Zavala,New Sales,21879,26783,Bank Transfer,803,2021-11-08,2021-11-29,0,2GB,703,Online,Low,0,354,23753,500GB
North America,California,Oceanside,GHI Machines,10,Acer,Aspire E 15,SSD,Lauren,Willis,+14898266555,romerojesus@example.com,Joy Holt,Returns,24824,29297,Cash,366,2022-04-11,2022-04-28,0,8GB,569,Online,Medium,0,338,27272,1TB
Africa,Ghana,Volta,Greens Laptops and PCs,1,Lenovo,IdeaCentre AIO 3,HDD,Nancy,Navarro,+10229310243,rgraham@example.org,Krista Wu,Second-hand Sales,25327,28204,Bank Transfer,70,2022-04-11,,0,16GB,663,Offline,Medium,0,354,27879,1TB
North America,Texas,San Antonio,ABC Computers,10,Toshiba,Tecra,HDD,Eric,Logan,+19188455174,danieloneal@example.com,Diana Rodriguez,Returns,6617,11194,Cash,342,2021-09-19,2021-10-13,0,8GB,404,Online,Low,0,776,11182,500GB
Africa,Ethiopia,Afar,Western International PCs,10,Asus,VivoBook Flip 14,SSD,Mary,Alvarado,+16444011654,kcook@example.com,Rachel Guerrero,New Sales,6805,9193,Cash,549,2021-10-11,,0,4GB,403,Offline,High,0,573,7499,500GB
Africa,Morocco,Es-Semara,Jacks Hardware,4,Microsoft,Surface Neo,HDD,Michael,Perez,+15546097902,jerry50@example.net,Amy Owens,Second-hand Sales,7327,12092,Bank Transfer,604,2024-02-12,,0,16GB,716,Offline,High,0,652,9980,256GB
North America,California,Bakersfield,A & A PCs,3,Lenovo,ThinkCentre M920 Tiny,SSD,Jack,Jenkins,+17995232384,lloydvickie@example.com,Alyssa Martinez,Second-hand Sales,28251,32858,Finance,565,2022-11-22,2022-12-13,45111,4GB,523,Online,High,0,316,30441,256GB
Africa,Tanzania,Iringa,Jacks Hardware,2,Acer,Predator Triton 500,SSD,Julie,Smith,+16047592819,kimberly18@example.net,Corey Rasmussen,New Sales,28554,32241,Finance,190,2022-09-01,2022-09-12,8442,16GB,451,Online,High,0,890,29571,256GB
North America,New York,Syracuse,LJ Computers,8,Apple,Apple Macintosh Classic,HDD,Jason,Johnson,+11214644413,kathleen92@example.net,Alan Newman,Second-hand Sales,6898,10521,Bank Transfer,24,2022-11-01,,0,16GB,567,Offline,Low,0,121,7315,256GB
Africa,Ghana,Western,Mini Tech,5,Apple,Apple Mac Mini,HDD,Rachel,Caldwell,+17138276166,daniel26@example.net,Troy Howell,Returns,22147,24899,Finance,962,2022-10-12,2022-10-23,31224,4GB,746,Online,Low,0,852,24477,1TB
North America,Florida,Tallahassee,Frankies Hardware and Software,6,Apple,Apple Macintosh Classic,HDD,Gary,Powell,+15334596436,hwilliams@example.net,Jordan Jensen,Repairs,21125,25404,Finance,973,2024-01-26,2024-02-20,27980,2GB,478,Online,High,3283,304,22424,1TB
North America,New York,New Rochelle,Jacks Hardware,2,Samsung,Notebook 7 Spin,SSD,Karen,Garcia,+14887619174,amandamartinez@example.com,John Lee,Returns,6434,10142,Cash,966,2023-09-22,2023-10-08,0,8GB,839,Online,Medium,0,427,9184,256GB
Africa,Kenya,Laikipia,Mini Tech,8,Lenovo,IdeaPad Flex 5,SSD,Kendra,Dixon,+16025723690,burgessjeremy@example.com,Tonya Nolan,Returns,22934,26351,Finance,83,2023-10-31,,5694,4GB,540,Offline,High,0,295,26114,256GB
Africa,Tanzania,Tanga,Ricks Computers,5,Asus,ZenBook Flip S UX371,HDD,Rebekah,Davis,+11087122910,pamela82@example.com,Alicia Evans,New Sales,22928,25740,Finance,142,2021-04-11,2021-04-18,20982,8GB,435,Online,High,0,885,22932,256GB
Africa,Nigeria,Anambra,Western International PCs,4,Dell,Latitude,SSD,Paul,Phelps,+13933568712,hannahmorgan@example.com,Diana Waters,New Sales,23583,26597,Cash,64,2021-10-26,2021-11-13,0,8GB,509,Online,High,0,579,24422,1TB
Africa,Kenya,Baringo,Benjis Tech,2,Microsoft,Surface Duo,SSD,Jacqueline,Camacho,+10709724814,katie04@example.net,Cassandra Mcmillan,Second-hand Sales,23799,26455,Cash,859,2023-06-07,2023-07-01,0,16GB,793,Online,High,0,555,25105,256GB
Africa,Tanzania,Simiyu,Mini Tech,3,Microsoft,Surface Laptop,HDD,Larry,Molina,,tammy45@example.net,Alicia Evans,New Sales,10732,14729,Finance,786,2022-10-02,,11920,2GB,612,Offline,Low,0,450,14545,256GB
North America,New York,Niagara Falls,Benjis Tech,1,Lenovo,Legion 5,SSD,Deborah,Smith,+15747692667,steven57@example.net,Natalie Jimenez,Returns,16742,19166,Finance,145,2023-06-25,2023-06-28,3622,8GB,472,Online,Medium,0,969,17170,256GB
Africa,Ghana,Upper West,KyaSand Tech Gadgets,2,HP,Envy,SSD,Paul,Carroll,+18250583528,francesreed@example.org,George Morales,Repairs,18226,22450,Finance,910,2021-12-14,2021-12-27,24121,2GB,581,Online,Medium,3734,631,20969,500GB
North America,North Carolina,High Point,CK Tech Store,7,MSI,GS75 Stealth,HDD,Miguel,Austin,+15863367177,turnercharles@example.net,Craig Wheeler,New Sales,20702,24813,Bank Transfer,27,2022-11-24,2022-12-07,0,8GB,797,Online,High,0,545,22102,500GB
Africa,Morocco,Essaouira,ABC Computers,10,Asus,ProArt StudioBook Pro X,HDD,Derrick,Bailey,+13695400683,coreytownsend@example.com,Kelly Mitchell,Second-hand Sales,25454,28263,Finance,941,2022-06-02,2022-06-17,44595,4GB,508,Online,Medium,0,512,27111,1TB
North America,Ohio,Springfield,DEF Machines,2,Microsoft,Surface Neo,HDD,Debra,Adams,+19075894089,bradley71@example.org,Molly Johns,New Sales,23620,27853,Cash,581,2024-01-26,2024-02-15,0,2GB,443,Online,High,0,411,26553,1TB
Africa,Egypt,Ismailia,DEF Machines,10,Samsung,Chromebook 4,HDD,Joseph,Wallace,+17320686632,katherinedecker@example.net,Evan Scott,Second-hand Sales,19943,22198,Finance,817,2022-02-08,2022-03-09,35830,8GB,773,Online,High,0,833,22170,500GB
Africa,Egypt,Qalyubia,Ricks Computers,6,Samsung,Notebook Odyssey,HDD,Jessica,Duran,+15362312221,gpena@example.org,Christina Garza,Repairs,10276,12966,Cash,484,2021-05-01,2021-05-24,0,8GB,630,Online,Medium,4721,81,12296,1TB
Africa,Botswana,Kweneng,GHI Machines,6,Asus,TUF Gaming A15,SSD,Brendan,Carrillo,+14955673930,stevensosa@example.net,Lisa Williams,New Sales,20848,23253,Cash,230,2021-08-01,2021-08-26,0,8GB,803,Online,Low,0,378,22370,256GB
North America,Michigan,Westland,Ricks Computers,9,Toshiba,Chromebook,HDD,Tina,Walters,+17956569476,nsimon@example.org,Erika Larsen,Repairs,23708,26545,Cash,774,2021-05-13,2021-05-24,0,8GB,445,Online,High,2244,92,25091,256GB
Africa,Nigeria,Katsina,ABC Computers,9,Apple,Apple Mac Pro,HDD,Beth,Jackson,,qberry@example.net,Timothy Leach,Second-hand Sales,11403,14253,Cash,692,2022-11-05,2022-11-19,0,2GB,427,Online,High,0,572,13173,500GB
North America,Michigan,Westland,CK Tech Store,9,HP,Spectre,HDD,Lauren,Hernandez,+17453754348,rkramer@example.org,Michael Gomez,Repairs,26457,31329,Finance,917,2022-03-02,2022-03-08,11291,8GB,416,Online,Low,2655,393,28388,500GB
North America,Texas,Waco,Greens Laptops and PCs,4,Acer,Nitro 5,SSD,Lisa,Clark,+16718919257,cclark@example.com,Michael Koch,New Sales,6277,8574,Bank Transfer,890,2022-06-02,,0,16GB,748,Offline,Medium,0,484,8370,1TB
North America,Illinois,Des Plaines,KyaSand Tech Gadgets,6,Apple,Apple Mac Pro,HDD,Monica,Hansen,+15013578903,victoria03@example.com,Jerry Cox,Returns,24331,26537,Cash,443,2021-11-28,2021-12-28,0,8GB,568,Online,Low,0,731,25552,256GB
North America,Illinois,Tinley Park,Greens Laptops and PCs,10,Microsoft,Surface Hub,HDD,Donna,Miller,+15976148697,walterscott@example.org,Jason Phillips,Repairs,5158,10003,Finance,661,2022-11-06,,31455,16GB,795,Offline,Low,4796,210,7176,1TB
Africa,Angola,Cabinda,Jacks Hardware,7,Microsoft,Surface Studio,HDD,Jacob,Chavez,+11973662870,mdiaz@example.com,Aaron Thomas,Repairs,19521,23589,Bank Transfer,391,2023-01-14,2023-02-08,0,8GB,676,Online,Medium,2061,629,22405,500GB
North America,Pennsylvania,Reading,DEF Machines,9,Asus,TUF Gaming A15,SSD,Connor,Rogers,+16389445894,pmartinez@example.org,Leah Watts,Returns,5708,8206,Bank Transfer,938,2021-07-21,,0,8GB,597,Offline,Low,0,174,6540,500GB
North America,Georgia,Johns Creek,LJ Computers,4,Samsung,Notebook 5,SSD,Jonathan,Anderson,+16504536756,katrinawilliams@example.org,Renee Howell,New Sales,21323,25866,Finance,140,2022-10-24,,34782,4GB,807,Offline,High,0,312,22104,256GB
North America,Ohio,Warren,Ricks Computers,9,Samsung,Galaxy Chromebook 2,SSD,David,Torres,+19918945554,qfrazier@example.net,Ann Johnson,Repairs,13132,15517,Cash,771,2021-09-18,,0,4GB,746,Offline,Medium,4447,415,14652,1TB
Africa,Botswana,Kgatleng,S & A Computer Place,8,MSI,GF63 Thin,SSD,Matthew,Rodriguez,+13865470170,marianorman@example.org,Michael Byrd,Repairs,21684,24035,Cash,657,2022-09-16,2022-09-20,0,8GB,455,Online,Medium,2448,865,22652,500GB
Africa,Ethiopia,Benishangul-Gumuz,Frankies Hardware and Software,2,Asus,ExpertBook B9,SSD,Elizabeth,Spencer,+13148395859,dsherman@example.net,Michael Summers,Second-hand Sales,4056,7904,Cash,127,2022-07-18,,0,16GB,621,Offline,Medium,0,910,4839,500GB
North America,Ohio,Strongsville,Frankies Hardware and Software,6,Lenovo,ThinkPad P15s,HDD,Anthony,Zamora,+18744927486,wgarcia@example.com,Max Mccann,New Sales,10680,13877,Bank Transfer,371,2023-01-03,2023-01-15,0,8GB,511,Online,High,0,555,10880,256GB
Africa,Botswana,Kgalagadi,A & A PCs,10,Acer,Aspire 5,HDD,Nicholas,White,+14734850992,hickssteven@example.com,Melissa Dunn,Returns,16389,19413,Finance,78,2022-04-08,,23990,2GB,713,Offline,High,0,402,18530,256GB
Africa,Morocco,Kenitra Province,Benjis Tech,7,Samsung,Notebook Odyssey,HDD,Valerie,Stanley,,murphysandra@example.org,Gwendolyn Thomas,Returns,24790,27518,Cash,758,2022-12-14,2023-01-10,0,16GB,828,Online,High,0,489,25271,500GB
North America,Ohio,Cleveland,DEF Machines,8,HP,Omen,SSD,Steven,Chavez,+10971036881,eandersen@example.net,Ann Johnson,Returns,6825,10487,Bank Transfer,323,2021-10-17,2021-10-29,0,4GB,837,Online,Low,0,703,7084,1TB
Africa,Tanzania,Songwe,Western International PCs,6,Asus,ProArt StudioBook Pro X,HDD,Justin,Diaz,+11692727293,ebrooks@example.org,Tara Price,New Sales,21729,24547,Finance,780,2021-04-27,2021-05-02,30908,16GB,557,Online,High,0,884,23049,500GB
Africa,Morocco,Guelmim-Oued Noun,CK Tech Store,10,Toshiba,Qosmio,SSD,Cynthia,Wagner,+16723388008,carrloretta@example.org,Brian Johnson,New Sales,12046,16533,Cash,691,2022-10-02,,0,4GB,730,Offline,High,0,342,14594,500GB
North America,North Carolina,Rocky Mount,Ricks Computers,5,Dell,Vostro,SSD,Kimberly,Nichols,+16785152980,starkronald@example.org,Catherine Cuevas,Returns,5318,7534,Finance,368,2023-11-15,,45360,2GB,502,Offline,Low,0,599,6174,256GB
Africa,Botswana,South-East,XYZ Tech,9,Asus,ProArt StudioBook Pro X,HDD,Mike,Hernandez,+13804074757,hacevedo@example.com,Karen Hale,Second-hand Sales,12375,15037,Finance,108,2023-10-13,,46754,8GB,492,Offline,High,0,67,14560,1TB
Africa,Ghana,Upper East,GHI Machines,7,Toshiba,Libretto,SSD,Jerry,Williams,,rodriguezkim@example.org,Stephen Harmon,New Sales,25465,30048,Cash,956,2023-04-30,,0,4GB,826,Offline,High,0,487,26900,256GB
North America,Pennsylvania,Reading,Jacks Hardware,10,Toshiba,Libretto,HDD,Kimberly,Brooks,+10798762298,sharonblankenship@example.org,Carl Davis,Repairs,16714,21255,Cash,714,2023-01-13,2023-01-26,0,16GB,408,Online,Low,2984,683,20152,500GB
Africa,Angola,Huila,LJ Computers,6,Asus,ProArt StudioBook Pro X,HDD,Janet,Martinez,+15650983534,austinperez@example.com,Ruben Snow,Returns,23821,28362,Cash,109,2022-04-23,2022-04-24,0,2GB,717,Online,Medium,0,233,24891,1TB
Africa,Angola,Cuando Cubango,S & A Computer Place,10,Samsung,Notebook 9 Pro,HDD,Wendy,Snyder,+13229007365,tsmith@example.com,Lori Anderson,Repairs,19271,22778,Bank Transfer,354,2021-10-14,2021-11-02,0,2GB,667,Online,High,3475,663,22564,256GB
North America,Illinois,Peoria,Greens Laptops and PCs,7,HP,Envy,SSD,Tamara,Cook,+15177569178,jflores@example.com,Kathleen Robinson,Second-hand Sales,10022,12402,Finance,322,2021-08-01,,8260,16GB,559,Offline,High,0,517,11972,1TB
North America,Pennsylvania,Williamsport,Mini Tech,6,Toshiba,Libretto,HDD,Benjamin,Johnson,+10380847885,fitzpatricktaylor@example.com,Carl Davis,New Sales,19159,23724,Cash,925,2023-02-19,2023-02-24,0,16GB,672,Online,High,0,767,22371,256GB
North America,California,Glendale,A & A PCs,9,MSI,P65 Creator,HDD,Dennis,Garcia,+14474837230,dwaynebaker@example.com,Larry Smith,Repairs,7174,10569,Bank Transfer,92,2023-08-31,2023-09-20,0,4GB,829,Online,High,1212,259,7888,256GB
North America,Ohio,Newark,A & A PCs,5,MSI,GF63 Thin,SSD,Michelle,Reid,+12814810016,jonathan53@example.org,Melissa Fernandez,Second-hand Sales,21484,26452,Bank Transfer,506,2023-05-09,,0,8GB,792,Offline,Low,0,762,21590,256GB
Africa,Botswana,South-East,ABC Computers,8,Microsoft,Surface Pro,HDD,Cynthia,Norman,+17141033097,cmorrison@example.com,Madison Davis,New Sales,24430,27091,Bank Transfer,867,2021-10-23,2021-10-29,0,8GB,624,Online,High,0,260,25308,1TB
North America,Florida,Clearwater,Benjis Tech,5,Samsung,Galaxy Chromebook 2,SSD,Crystal,Williams,+17269004398,markmoss@example.org,Jordan Jensen,Repairs,19712,22503,Cash,380,2024-01-08,2024-01-12,0,16GB,730,Online,Low,4712,765,21455,256GB
Africa,Kenya,Mombasa,LJ Computers,9,Toshiba,Satellite,HDD,Brett,Snyder,+17407355062,silvasteven@example.org,Danielle Cole,Repairs,26439,29054,Bank Transfer,563,2022-07-12,,0,4GB,516,Offline,High,1981,863,26942,500GB
Africa,Kenya,Garissa,GH PC Shop,1,Apple,Apple Mac Pro,HDD,Timothy,Gibbs,+14959572691,aabbott@example.com,David Ellis,New Sales,16379,18558,Cash,346,2023-12-21,,0,8GB,514,Offline,Low,0,266,16749,1TB
North America,Texas,Irving,Frankies Hardware and Software,1,Dell,Chromebook,HDD,Joel,White,+14604280621,robert73@example.org,Lauren Morales,Second-hand Sales,25582,29068,Bank Transfer,48,2023-07-05,,0,2GB,485,Offline,Medium,0,375,26903,1TB
Africa,Morocco,Kelaat Sraghna,Greens Laptops and PCs,10,Lenovo,IdeaPad 5,HDD,Veronica,Turner,+10666949156,rparsons@example.org,John Whitney,Second-hand Sales,11853,16167,Bank Transfer,457,2021-11-28,,0,16GB,450,Offline,High,0,553,15564,256GB
Africa,Ethiopia,Harari,Ricks Computers,8,HP,Spectre,SSD,Steven,Sutton,+12342207813,jordan11@example.net,Jacob Spencer,Repairs,14217,18967,Bank Transfer,200,2023-11-27,,0,16GB,409,Offline,Medium,3149,413,17013,256GB
Africa,Ghana,Upper West,Greens Laptops and PCs,5,Toshiba,Qosmio,SSD,Phyllis,May,+15218115676,peterroberts@example.org,Troy Howell,Returns,25136,27366,Finance,816,2023-01-01,2023-01-17,28897,4GB,621,Online,High,0,754,26839,256GB
North America,Texas,Austin,XYZ Tech,7,Lenovo,ThinkCentre M920 Tiny,HDD,Tammy,Harper,+13223954748,davidhoffman@example.net,Michael Koch,New Sales,18016,22638,Cash,931,2022-11-22,,0,8GB,641,Offline,Medium,0,937,21493,1TB
Africa,Ghana,Northern,KyaSand Tech Gadgets,6,MSI,GP76 Leopard,SSD,Toni,Roberts,+16730904191,zhebert@example.net,George Morales,New Sales,27835,30621,Bank Transfer,491,2023-11-13,2023-12-13,0,16GB,529,Online,Low,0,78,29615,256GB
North America,Michigan,Dearborn,S & A Computer Place,8,MSI,GP76 Leopard,HDD,Debbie,Schultz,+19279830520,kbaker@example.org,Veronica Larson,Repairs,11665,15868,Cash,319,2021-07-08,2021-07-25,0,16GB,823,Online,High,2932,680,15135,256GB
North America,California,San Francisco,Jacks Hardware,2,Samsung,Galaxy Chromebook 2,SSD,Tanya,Robles,,chapmanlarry@example.net,Rachel Mitchell,New Sales,22222,26175,Finance,632,2021-07-13,,21709,4GB,632,Offline,Medium,0,282,23278,500GB
North America,Texas,Lubbock,GH PC Shop,6,Acer,Spin 5,SSD,Jeffrey,Cole,+10943308801,stephenspamela@example.org,Lauren Morales,Second-hand Sales,21249,23547,Cash,538,2021-11-12,,0,4GB,789,Offline,Medium,0,837,22072,1TB
Africa,Ethiopia,Dire Dawa,KyaSand Tech Gadgets,10,Apple,Apple Power Mac G5,HDD,Michael,Little,+19550599314,moorekylie@example.org,Rachel Guerrero,Repairs,4513,8063,Cash,632,2023-12-30,,0,16GB,535,Offline,High,3051,761,5041,256GB
North America,California,Long Beach,Mini Tech,9,Asus,ExpertBook B9,HDD,Robert,Moyer,+12259090672,fraymond@example.org,Sean Rodriguez,Second-hand Sales,27833,31787,Bank Transfer,109,2023-12-11,,0,16GB,727,Offline,Low,0,178,29815,1TB
North America,New York,Rochester,ABC Computers,10,Samsung,Notebook Odyssey,HDD,Matthew,Lloyd,+10673948275,kendraferguson@example.com,Natalie Jimenez,Repairs,29152,33515,Cash,987,2022-10-30,,0,4GB,785,Offline,Medium,4903,51,31139,500GB
Africa,Botswana,Kweneng,Benjis Tech,3,HP,Spectre,HDD,Cathy,Norton,+15261537512,shari51@example.org,Justin Schroeder,New Sales,21277,25386,Bank Transfer,310,2022-04-06,,0,2GB,690,Offline,High,0,780,23842,500GB
Africa,Ghana,Upper East,Ricks Computers,3,Samsung,Notebook 9,SSD,Samantha,Sanders,+11160567653,yjackson@example.org,Sheila Nichols,Repairs,13459,15583,Bank Transfer,982,2021-06-14,2021-07-11,0,4GB,445,Online,High,4818,330,15378,1TB
North America,Michigan,Traverse City,GHI Machines,3,Microsoft,Surface Hub,HDD,Ryan,Lee,+19551740952,whiteaaron@example.com,Michael Gomez,Returns,21254,24785,Finance,253,2022-05-24,2022-05-27,6773,16GB,700,Online,Medium,0,577,24228,1TB
Africa,Botswana,Kgatleng,KyaSand Tech Gadgets,7,Asus,Chromebook Flip C434,SSD,Matthew,Carroll,+13039462756,owenskrystal@example.com,Madison Davis,New Sales,2910,7084,Finance,196,2023-02-20,2023-02-23,37200,8GB,710,Online,High,0,967,6515,256GB
North America,Georgia,Dalton,Jacks Hardware,6,Microsoft,Surface Hub,HDD,Donna,Henry,+10883539114,reynoldsdiana@example.com,Jacqueline Rice,Repairs,27400,32119,Cash,274,2022-03-07,2022-03-10,0,2GB,735,Online,Medium,2302,167,30551,256GB
Africa,Egypt,Damietta,LJ Computers,8,Lenovo,IdeaPad 5,HDD,Dalton,Barry,+13928681985,samanthagray@example.org,Evan Scott,Repairs,24367,28030,Bank Transfer,424,2022-03-23,2022-03-30,0,2GB,648,Online,Low,4047,832,26027,500GB
North America,Texas,McKinney,GH PC Shop,3,Lenovo,ThinkCentre M920 Tiny,HDD,Lynn,Melendez,+17784317632,sharpjacob@example.org,Amanda Brown,Second-hand Sales,5398,9312,Bank Transfer,90,2024-02-24,2024-02-28,0,4GB,548,Online,Medium,0,691,8413,500GB
North America,Michigan,Dearborn,CK Tech Store,7,Microsoft,Surface Book,SSD,Julie,Reyes,,mariamccormick@example.org,Casey Dunn,Returns,6826,10175,Bank Transfer,553,2023-08-12,2023-09-05,0,8GB,507,Online,Low,0,747,8611,256GB
Africa,Botswana,South-East,LJ Computers,3,Apple,Apple Macintosh SE,HDD,Brittany,Lopez,+11887184237,shannoncarrillo@example.org,Sarah Riley,Returns,22385,25088,Cash,463,2023-03-17,,0,8GB,529,Offline,High,0,311,23572,1TB
North America,Georgia,Douglasville,GHI Machines,4,Acer,Swift 3,HDD,Erik,Delacruz,+11564184254,eweber@example.com,Joe Thomas,New Sales,26615,31157,Cash,284,2023-11-02,,0,2GB,521,Offline,Medium,0,149,30318,500GB
North America,North Carolina,Charlotte,CK Tech Store,10,Apple,Apple iMac,SSD,Matthew,Cooper,+12832026144,rcosta@example.com,Morgan Moore,Repairs,11947,14689,Finance,694,2021-05-17,2021-06-11,733,16GB,811,Online,Medium,1209,65,12686,1TB
North America,California,Irvine,KyaSand Tech Gadgets,7,Dell,Venue,HDD,Martin,Mitchell,+17391971396,davidbutler@example.org,Amber Montgomery,Second-hand Sales,11883,15112,Finance,632,2022-04-08,2022-05-02,46056,8GB,605,Online,Low,0,624,15027,256GB
Africa,Morocco,Sale,XYZ Tech,5,Lenovo,ThinkPad X13 Yoga,SSD,Carl,Rodriguez,+14199775251,smithjennifer@example.net,Kelly Mitchell,Returns,16640,21232,Bank Transfer,749,2021-12-25,,0,2GB,645,Offline,High,0,260,20070,500GB
North America,North Carolina,Chapel Hill,Jacks Hardware,1,Apple,Apple Power Mac G5,HDD,Bryan,Shepard,+17110538656,jessica91@example.net,Tony Valenzuela,New Sales,22391,26081,Cash,340,2022-08-30,2022-09-25,0,4GB,729,Online,Medium,0,607,23843,500GB
